"Word types: A = adjective, ADV = adverb, F = function word (non-specified), N = noun, NUM = numeral, V = verb.",,,,,,,,,,,
"AoA = Age of Acquisition, new = ratings collected for the present study, MRC = ratings (not specified for word class), available on the MRC Psycholinguistic Database (1997). Oxford: Medical Research Council.",,,,,,,,,,,
"Frequency = logarithm of combined written and spoken count divided by total words in corpus of Celex Database (Baayen, R.H., Piepenbrock, R. & Gulikers, L. (1995). The CELEX Lexical Database [CD ROM]. Philadelphia, PA: Linguistic Data Consortium, University of Pennsylvania).",,,,,,,,,,,
WORD,Word type,new AoA,new Imageability,MRC AoA,MRC Imageability,Frequency,AoA_Kup,Bird_recalc,Bird_recalc2,,
Mexico,N,542,452,.,.,1.4183,#N/A,10.31994,10.36748856,,
miaow,V,245,.,.,.,-1.5539,6.189746,4.50765,4.710981,,
mice,N,226,622,.,.,1.2658,#N/A,4.13582,4.43941704,,
microbiology,N,646,281,.,.,-0.1079,13.5,12.35522,12.97544664,,
microwave,V,635,557,.,.,-1.5539,7.67,12.13995,12.684219,,
milkman,N,243,615,.,.,0.2253,6.37,4.46851,4.68188396,,
mind,N,336,316,.,373,2.5259,5.37,6.28852,6.16217984,,
minder,N,499,378,.,.,0.6042,12.38,9.47843,9.38426604,,
mine,F,217,424,.,522,1.9013,4.239515,3.95969,4.31457156,,
miner,N,346,.,.,569,1.214,8.05,6.48422,6.33684264,,
mineralogy,N,646,185,.,.,-1.5539,14,12.35522,12.97544664,,
mink,N,566,.,.,604,0.503,10.32,10.78962,10.94044824,,
minus,F,327,360,.,.,0.8116,5.816751,6.11239,6.00755516,,
minute,N,271,434,264,473,2.4524,7.26,5.01647,5.10019164,,
mirage,N,516,.,.,489,0.4953,10.89,9.81112,9.76633424,,
mirth,N,509,424,.,.,0.316,12.07,9.67413,9.60795924,,
miserable,A,379,502,.,.,1.2785,10.11,7.13003,6.93457164,,
miserliness,N,555,263,.,.,-1.2218,10,10.57435,10.675691,,
mislead,V,510,274,.,.,1.1752,9.65,9.6937,9.630494,,
misrepresent,V,585,243,.,.,0.238,13.33,11.16145,11.406329,,
mix,N,417,348,.,.,0.837,5.11,7.87369,7.66344356,,
mix,V,325,.,.,.,1.7062,5.11,6.07325,5.973525,,
moan,V,372,441,328,475,1.1219,7.72,6.99304,6.80504336,,
model,V,471,472,.,.,0.7059,5.83,8.93047,8.77392764,,
modernise,V,560,391,.,.,0.699,#N/A,10.6722,10.795584,,
Mohammedanism,N,648,169,.,.,-1.2218,#N/A,12.39436,13.02878816,,
molecular,A,641,191,.,.,0.48,11.84,12.25737,12.84261924,,
molecular biology,N,650,167,.,.,-1.5539,#N/A,12.4335,13.08225,,
momentum,N,598,278,.,.,1,10.17,11.41586,11.73134616,,
Monaco,N,605,434,.,.,-1.5539,#N/A,11.55285,11.908461,,
monarchy,N,506,549,.,.,0.6284,10.44,9.61542,9.54053544,,
Mongolia,N,596,332,.,.,-0.0757,#N/A,11.37672,11.68101264,,
monk,N,445,.,.,606,0.962,10.29,8.42165,8.228301,,
monkey,N,269,.,.,588,1.2577,4.21,4.97733,5.06953044,,
Monster Raving Loony,N,644,304,.,.,-1.5539,#N/A,12.31608,12.92222544,,
month,N,297,.,.,448,2.5002,5.79,5.52529,5.50973636,,
mood,N,381,.,.,394,1.7166,6.58,7.16917,6.97185044,,
moose,N,497,.,.,604,-0.1067,5.22,9.43929,9.33988836,,
mop,V,331,502,.,.,0.7557,5.11,6.19067,6.07597644,,
moral,N,519,254,539,341,0.9025,9.53,9.86983,9.83466044,,
more,F,228,.,.,264,3.0871,3.781264,4.17496,4.46749136,,
Mormon,N,635,274,.,.,-0.1079,11.929253,12.13995,12.684219,,
morning,N,213,.,.,579,2.4952,4,3.88141,4.25986676,,
Morocco,N,590,382,.,.,0.4378,#N/A,11.2593,11.530734,,
most,F,286,.,.,306,2.456,#N/A,5.31002,5.33398584,,
motion,N,419,.,.,416,1.5996,6.78,7.91283,7.70300844,,
motivate,V,570,315,.,.,1.0191,9.9,10.8679,11.037626,,
mould,V,476,398,.,.,0.8837,11.33,9.02832,8.88118704,,
move,V,282,.,.,413,2.631,4.62,5.23174,5.27097896,,
movement,N,346,433,.,.,2.3987,6.58,6.48422,6.33684264,,
Mozambique,N,631,289,.,.,0.4639,#N/A,12.06167,12.57922044,,
MP,N,549,522,.,.,1.2603,#N/A,10.45693,10.53281204,,
much,F,295,.,.,332,3.457,4.580539,5.48615,5.477511,,
muddle,N,329,398,.,.,0.6866,11.32,6.15153,6.04170564,,
mug,V,568,441,.,574,0.0694,5.15,10.82876,10.98897696,,
multiply,V,346,447,.,.,1.1553,7.95,6.48422,6.33684264,,
murder,V,426,562,381,549,1.3955,8.79,8.04982,7.84243304,,
muse,V,575,315,.,.,0.5185,11.94,10.96575,11.159775,,
museum,N,426,587,.,.,1.5587,8.55,8.04982,7.84243304,,
musician,N,402,.,.,585,1.1671,7.11,7.58014,7.37054216,,
Muslim,N,622,324,.,.,0.7597,12.907205,11.88554,12.34473336,,
Muslim League,N,652,110,.,.,-1.5539,#N/A,12.47264,13.13583216,,
must,V,273,.,.,247,2.9652,4.58,5.05561,5.13097316,,
mustard,N,331,.,.,599,0.6714,4.95,6.19067,6.07597644,,
my,F,189,.,.,298,3.4173,2.715564,3.41173,3.94174484,,
myself,F,245,506,.,.,2.4301,3.813235,4.50765,4.710981,,
myth,N,482,.,.,359,1.4487,8.61,9.14574,9.01089096,,
name,N,245,397,.,475,2.5262,3.68,4.50765,4.710981,,
name,V,312,348,.,475,1.7638,3.68,5.81884,5.75526176,,
narrow,V,426,351,.,491,1.1753,7.57,8.04982,7.84243304,,
nasty,A,249,.,.,387,1.3916,6,4.58593,4.76953604,,
Nationalist,N,637,227,.,.,0.9143,13.47,12.17909,12.73689876,,
natural,A,424,.,.,376,2.1965,8.5,8.01068,7.80244704,,
naturally,ADV,465,269,.,.,1.8437,8.5556,8.81305,8.646209,,
navigator,N,523,480,.,.,0.0043,9.84,9.94811,9.92618316,,
near,F,260,.,.,408,2.0538,5.411785,4.8012,4.933044,,
nearly,F,284,.,.,305,2.139,7.4899,5.27088,5.30242224,,
neatness,N,385,476,.,.,0.2648,7.32,7.24745,7.046769,,
necessary,A,402,290,.,.,2.2094,7.55,7.58014,7.37054216,,
need,V,329,320,.,327,2.7452,3.56,6.15153,6.04170564,,
neighbourliness,N,523,447,.,.,-0.7696,#N/A,9.94811,9.92618316,,
neither,F,372,249,.,.,1.5382,6.74391,6.99304,6.80504336,,
Nepal,N,611,379,.,.,0.1271,#N/A,11.67027,12.06144684,,
nervousness,N,478,438,.,.,0.734,7.3,9.06746,8.92430136,,
Netherlands,N,536,460,.,.,0.7513,#N/A,10.20252,10.22695584,,
never,F,301,.,.,351,2.9531,5.070761,5.60357,5.57454804,,
new,A,239,.,.,418,3.0295,4.72,4.39023,4.62405084,,
New Zealand,N,519,502,.,.,-1.5539,#N/A,9.86983,9.83466044,,
newsagent,N,394,600,.,.,0.1614,11.11,7.42358,7.21709544,,
next,A,269,.,.,386,1.7388,4.346085,4.97733,5.06953044,,
nice,A,232,.,.,375,2.1782,3.95,4.25324,4.52400096,,
niceness,N,372,378,.,.,-0.1739,5.17,6.99304,6.80504336,,
Nigeria,N,590,355,.,.,0.985,#N/A,11.2593,11.530734,,
nightly,ADV,420,368,.,.,0.1931,8,7.9324,7.722836,,
nine,NUM,254,.,.,494,1.8684,3.2271,4.68378,4.84340664,,
no,F,122,.,.,361,-1.5539,2.715564,2.10054,3.14535336,,
noise,N,217,508,.,.,1.8889,4.5,3.95969,4.31457156,,
noisiness,N,340,405,.,.,-0.7696,9.06,6.3668,6.231684,,
nominate,V,560,340,.,.,0.7292,10.67,10.6722,10.795584,,
Non-conformist,N,613,230,.,.,-1.5539,#N/A,11.70941,12.11268276,,
none,F,267,.,.,425,0.9852,5.57164,4.93819,5.03898956,,
nor,F,366,.,.,243,2.2354,8.608885,6.87562,6.69519224,,
normally,ADV,413,234,.,.,1.8402,7.202161,7.79541,7.58467476,,
north,N,372,467,.,.,1.7326,6.55,6.99304,6.80504336,,
North Africa,N,547,426,.,.,-1.5539,#N/A,10.41779,10.48542636,,
North Korea,N,635,327,.,.,-1.5539,#N/A,12.13995,12.684219,,
Norway,N,532,461,.,.,0.9232,#N/A,10.12424,10.13386896,,
not,F,231,.,.,253,3.7084,3.887834,4.23367,4.50982844,,
note,N,325,408,292,503,2.0637,6.4,6.07325,5.973525,,
nothing,F,273,319,.,.,2.7026,5.209302,5.05561,5.13097316,,
notice,N,383,444,369,467,1.7217,7.35,7.20831,7.00924956,,
notice,V,366,370,369,467,2.1132,7.35,6.87562,6.69519224,,
now,F,221,.,.,276,1.8577,5.25193,4.03797,4.36975764,,
nowhere,F,305,.,.,299,1.4819,5.411785,5.68185,5.639841,,
nuclear,A,616,321,.,.,2.1892,10.83,11.76812,12.18976224,,
nuclear science,N,639,241,.,.,-1.5539,#N/A,12.21823,12.78969884,,
nun,N,409,.,.,617,1.019,8.39,7.71713,7.50638724,,
nurse,N,303,623,256,617,1.6916,5.84,5.64271,5.60713436,,
nurse,V,363,523,256,617,0.929,5.84,6.81691,6.64067276,,
nursery,N,331,.,.,542,1.5106,6.95,6.19067,6.07597644,,
nursery nurse,N,538,480,.,.,-1.5539,#N/A,10.24166,10.27367976,,
nurture,V,583,315,.,.,0.7803,10.94,11.12231,11.35677756,,
o'clock,F,269,354,.,.,1.7357,#N/A,4.97733,5.06953044,,
obedience,N,372,.,.,394,0.8644,8.53,6.99304,6.80504336,,
obey,V,316,.,.,352,1.422,5.44,5.89712,5.82187824,,
object,N,398,367,339,408,2.0164,7.94,7.50186,7.29357816,,
oboist,N,626,173,.,.,-0.9586,14.704689,11.96382,12.44864904,,
obstruct,V,495,394,.,.,0.567,10.94,9.40015,9.295631,,
obviously,ADV,467,251,.,.,2.0935,8.214576,8.85219,8.68866156,,
occasion,N,458,331,.,305,2.0206,8.16,8.67606,8.49857256,,
oceanography,N,639,250,.,.,-1.2218,12.71,12.21823,12.78969884,,
odd,A,316,373,.,.,1.7913,6,5.89712,5.82187824,,
oddity,N,478,289,.,.,0.525,10.53,9.06746,8.92430136,,
of,F,241,.,.,217,4.4796,4.548568,4.42937,4.65290724,,
off,F,219,.,.,326,1.9763,3.834549,3.99883,4.34210444,,
off white,N,476,469,.,.,-1.5539,#N/A,9.02832,8.88118704,,
offer,V,389,381,.,.,2.3121,7.48,7.32573,7.12216884,,
office,N,372,.,.,518,2.4491,6.68,6.99304,6.80504336,,
office cleaner,N,497,537,.,.,-1.5539,#N/A,9.43929,9.33988836,,
officer,N,443,.,.,593,2.1475,6.5,8.38251,8.18717196,,
often,F,329,294,.,.,2.6721,6.53077,6.15153,6.04170564,,
oh,F,243,.,.,274,2.6587,4.71908,4.46851,4.68188396,,
oil-rig,N,585,545,.,.,-1.5539,#N/A,11.16145,11.406329,,
oil-rig worker,N,603,494,.,.,-1.5539,#N/A,11.51371,11.85770636,,
okapi,N,635,176,.,.,-0.6576,11.21985,12.13995,12.684219,,
okay,F,346,246,.,269,1.5,3.429583,6.48422,6.33684264,,
old,A,260,.,.,478,2.9312,3.72,4.8012,4.933044,,
older,A,295,.,.,479,2.9312,#N/A,5.48615,5.477511,,
oldest,A,308,424,.,.,2.9312,#N/A,5.74056,5.68912656,,
oldfashioned,A,422,486,.,.,-1.5539,8.608885,7.97154,7.76258136,,
oligarchy,N,644,100,.,.,-0.0506,12.87,12.31608,12.92222544,,
on,F,193,.,.,268,3.7851,4.005061,3.49001,3.99356196,,
once,F,239,.,.,322,2.4501,4.974848,4.39023,4.62405084,,
one,F,193,.,.,432,2.6177,3.2271,3.49001,3.99356196,,
only,F,271,.,.,255,3.2089,4.953534,5.01647,5.10019164,,
opening,N,409,364,336,462,1.3557,6.28,7.71713,7.50638724,,
operate,V,467,.,.,.,1.9162,7.11,8.85219,8.68866156,,
operator,N,497,413,.,.,1.2785,7.95,9.43929,9.33988836,,
ophthalmology,N,644,265,.,.,-0.9586,12.41,12.31608,12.92222544,,
opinion,N,489,.,.,359,1.974,8.42,9.28273,9.16358084,,
opinionated,A,598,297,.,.,-0.0506,10.88,11.41586,11.73134616,,
opposite,A,407,406,.,.,1.5402,5.06,7.67799,7.46742396,,
optician,N,493,558,.,.,0.0253,11.24,9.36101,9.25149396,,
optometrist,N,635,351,.,.,-1.5539,8.62,12.13995,12.684219,,
optometry,N,644,246,.,.,-1.5539,13.74,12.31608,12.92222544,,
or,F,256,176,.,224,3.6312,4.143602,4.72292,4.87316544,,
orang-utan,N,510,537,.,.,-0.1871,#N/A,9.6937,9.630494,,
orb,N,547,448,.,.,-0.0757,11.17,10.41779,10.48542636,,
order,N,372,358,344,352,2.4616,6.26,6.99304,6.80504336,,
order,V,383,.,344,352,1.9349,6.26,7.20831,7.00924956,,
orderliness,N,504,381,.,.,0.179,10.4,9.57628,9.49573664,,
ordinary,A,383,.,.,271,1.9819,8.63,7.20831,7.00924956,,
organisation,N,496,362,.,.,2.2068,#N/A,9.41972,9.31774464,,
organise,V,467,389,.,.,1.7924,#N/A,8.85219,8.68866156,,
orifice,N,607,389,.,.,0.0253,11.4,11.59199,11.95933596,,
original,A,491,.,.,324,1.9298,7.67,9.32187,9.20747724,,
originally,ADV,506,247,.,.,1.4984,8.459687,9.61542,9.54053544,,
ostrich,N,427,574,.,.,0.4284,6.42,8.06939,7.86247116,,
other,F,325,.,.,265,3.2154,5.33,6.07325,5.973525,,
otherwise,A,409,216,.,.,1.9284,8.289175,7.71713,7.50638724,,
ought,V,404,195,.,.,2.0131,9.62,7.61928,7.40920464,,
ounce,N,353,.,.,457,1.1604,8.78,6.62121,6.46089636,,
our,F,254,.,.,315,3.1094,4.346085,4.68378,4.84340664,,
ours,F,264,346,.,.,1.4081,4.601853,4.87948,4.99340384,,
ourselves,F,324,383,.,.,1.9019,8.12932,6.05368,5.95655504,,
out,F,231,.,.,330,-1.5539,3.280385,4.23367,4.50982844,,
outcast,N,502,408,.,.,0.3032,8.84,9.53714,9.45105816,,
outcast,V,555,300,.,.,-1.5539,8.84,10.57435,10.675691,,
outside,F,253,.,.,419,1.9636,3.578781,4.66421,4.82857236,,
outstanding,A,496,368,.,.,1.1833,7.22,9.41972,9.31774464,,
outwear,V,555,285,.,.,-1.2218,8.65,10.57435,10.675691,,
outworn,A,529,332,.,.,-0.4089,11.39,10.06553,10.06436964,,
over,F,284,.,.,327,3.0041,5.57164,5.27088,5.30242224,,
owe,V,390,.,.,.,1.4338,8.61,7.3453,7.141094,,
own,F,311,366,.,337,2.9442,5.209302,5.79927,5.73868284,,
own,V,352,378,.,337,1.951,5.209302,6.60164,6.44308416,,
owner,N,359,444,.,425,1.785,7.5,6.73863,6.56840124,,
oxen,N,438,564,.,.,0.8075,#N/A,8.28466,8.08487576,,
paediatrician,N,637,464,.,.,0.1271,#N/A,12.17909,12.73689876,,
page,N,258,522,267,555,1.9929,5.16,4.76206,4.90304456,,
pageboy,N,394,533,.,.,-1.5539,12.86,7.42358,7.21709544,,
pain,N,266,506,.,502,1.9247,4.26,4.91862,5.02376424,,
paint,V,238,585,.,567,1.8561,4.45,4.37066,4.60966776,,
painter,N,324,607,.,565,1.4771,5.6,6.05368,5.95655504,,
Pakistan,N,608,438,.,.,1.2227,#N/A,11.61156,11.98481856,,
panda,N,452,600,.,.,0.0899,5.67,8.55864,8.37320016,,
panther,N,480,569,.,.,0.9201,6.67,9.1066,8.967536,,
paper,N,225,595,229,590,2.3534,4,4.11625,4.425425,,
paper,V,370,469,229,590,0.1451,4,6.9539,6.768306,,
parachute,V,467,584,.,.,-0.4089,7,8.85219,8.68866156,,
Paraguay,N,621,311,.,.,0.2095,#N/A,11.86597,12.31882964,,
parent,N,309,593,.,.,2.5014,4.22,5.76013,5.70561524,,
park,N,251,596,219,573,1.8527,4.47,4.62507,4.79899404,,
park,V,432,531,219,573,1.3926,4.47,8.16724,7.96311296,,
Parliamentarian,N,630,329,.,.,0.1931,14.054612,12.0421,12.553046,,
parrot,N,337,622,.,.,0.5988,5.58,6.30809,6.17951076,,
Parsee,N,652,100,.,.,-1.2218,#N/A,12.47264,13.13583216,,
part,F,324,284,314,340,0.9976,5.11,6.05368,5.95655504,,
part,N,333,336,314,340,2.7573,5.11,6.22981,6.11036756,,
part,V,384,378,314,340,1.5098,5.11,7.22788,7.02799424,,
participate,V,527,387,.,.,1.3336,7.05,10.02639,10.01818716,,
partition,N,493,444,.,.,0.98,14.25,9.36101,9.25149396,,
partition,V,555,329,.,.,0.0492,14.25,10.57435,10.675691,,
party,N,250,574,.,596,2.654,4.58,4.6055,4.78425,,
party,V,465,495,.,.,-1.5539,4.58,8.81305,8.646209,,
passion,N,549,.,.,467,1.5607,10.79,10.45693,10.53281204,,
past,N,339,.,.,446,2.0192,6.78,6.34723,6.21426284,,
pasteurism,N,641,123,.,.,-1.5539,#N/A,12.25737,12.84261924,,
pat,V,242,.,.,386,1.2272,5.070761,4.44894,4.66738056,,
pathology,N,632,294,.,.,0.1931,14.05,12.08124,12.60542496,,
pause,N,403,317,414,347,1.3745,6.75,7.59971,7.38985836,,
pause,V,412,340,414,347,1.6176,6.75,7.77584,7.56505776,,
pay,N,322,492,.,.,1.3568,5.5,6.01454,5.92270536,,
pay,V,319,491,.,.,2.5443,5.5,5.95583,5.87215644,,
payment,N,401,495,439,472,1.6776,8.67,7.56057,7.35125604,,
peace,N,381,.,.,446,1.9502,6.32,7.16917,6.97185044,,
peacock,N,364,612,518,.,0.5855,5.763466,6.83648,6.65881584,,
peahen,N,460,496,.,.,-1.2218,12.31,8.7152,8.540604,,
pearl,N,374,.,.,590,1.0589,6.275002,7.03218,6.84190104,,
peel,N,279,518,.,436,0.2385,6.05,5.17303,5.22403964,,
peel,V,275,.,.,436,0.9877,6.05,5.09475,5.161875,,
penetrate,V,534,434,.,.,1.237,10.83,10.16338,10.18035224,,
penguin,N,392,620,512,.,0.7014,5.68,7.38444,7.17903456,,
Pentecostalist,N,650,117,.,.,-1.5539,#N/A,12.4335,13.08225,,
people,N,290,568,281,548,3.1711,3.52,5.3883,5.397474,,
perfectly,ADV,411,321,.,.,1.8187,6.157775,7.75627,7.54547084,,
perhaps,F,355,.,.,220,2.6759,7.59647,6.66035,6.496611,,
permit,V,443,320,458,388,1.6353,9.47,8.38251,8.18717196,,
person,N,322,.,.,562,2.4197,4.67,6.01454,5.92270536,,
Peru,N,596,374,.,.,0.8338,#N/A,11.37672,11.68101264,,
peruse,V,609,324,.,.,-0.1739,12.94,11.63113,12.01033124,,
pharmaceutics,N,650,259,.,.,-1.5539,13.8841,12.4335,13.08225,,
pharmacist,N,603,526,.,.,0.1614,8.79,11.51371,11.85770636,,
pharmacology,N,644,245,.,.,-0.7696,14.83,12.31608,12.92222544,,
pharmacy,N,600,503,.,.,0.179,8.79,11.455,11.7818,,
philanthropic,N,644,189,.,.,-0.3468,13.58,12.31608,12.92222544,,
photograph,N,333,623,317,618,1.7761,6.68,6.22981,6.11036756,,
photograph,V,385,541,317,618,1.0735,6.68,7.24745,7.046769,,
phrase,N,467,335,.,342,1.6562,8.44,8.85219,8.68866156,,
physics,N,557,.,.,425,1.2537,11.68,10.61349,10.72355796,,
physiology,N,633,276,.,.,0.6284,13.44,12.10081,12.63165956,,
pianist,N,394,.,.,608,0.6448,7.94,7.42358,7.21709544,,
pick,V,273,.,.,513,2.2768,5.26,5.05561,5.13097316,,
pickpocket,V,478,488,.,.,-1.5539,9.37,9.06746,8.92430136,,
picture,N,232,600,219,581,2.2403,4.05,4.25324,4.52400096,,
picture,V,407,437,219,581,0.7109,4.05,7.67799,7.46742396,,
piece,N,264,362,.,395,2.2354,4.89,4.87948,4.99340384,,
piglet,N,310,573,.,.,0.3263,5.68,5.7797,5.722134,,
pillage,V,560,385,.,.,0.0043,11.41,10.6722,10.795584,,
pilot,N,417,588,.,.,1.3314,6.32,7.87369,7.66344356,,
pinch,V,288,496,.,.,0.975,5.5,5.34916,5.36566976,,
pine marten,N,611,364,.,.,-1.5539,#N/A,11.67027,12.06144684,,
pink,N,277,577,.,.,1.2385,3.8,5.13389,5.19289716,,
pint,N,327,.,.,487,1.1753,8.37,6.11239,6.00755516,,
piper,N,407,558,.,.,0.316,7.905523,7.67799,7.46742396,,
pitman,N,463,523,.,.,0.9619,10.974739,8.77391,8.60387676,,
pity,V,415,346,353,391,0.4714,8.72,7.83455,7.623999,,
place,N,329,406,269,377,2.8075,4.95,6.15153,6.04170564,,
place,V,394,340,269,377,2.0029,4.95,7.42358,7.21709544,,
plague,N,478,406,.,.,0.8579,9.26,9.06746,8.92430136,,
Plaid Cymru,N,644,228,.,.,-1.5539,#N/A,12.31608,12.92222544,,
plan,N,413,406,.,379,2.1302,6.78,7.79541,7.58467476,,
plan,V,434,329,.,379,2.2261,6.78,8.20638,8.00358024,,
plane,V,522,394,.,556,0.0482,4.95,9.92854,9.90325736,,
planner,N,557,375,.,.,1.1069,9.05,10.61349,10.72355796,,
plant,N,293,561,.,605,2.0834,3.95,5.44701,5.44540596,,
plant,V,308,542,.,605,1.4779,3.95,5.74056,5.68912656,,
plasterer,N,497,547,.,.,0.0043,11.22,9.43929,9.33988836,,
play,N,195,537,192,498,2.1383,4.1,3.52915,4.019651,,
pleasant,A,401,.,.,390,1.6228,7.67,7.56057,7.35125604,,
pleasantness,N,480,379,.,.,-0.5528,8.44,9.1066,8.967536,,
plenty,F,325,433,.,.,1.7202,5.763466,6.07325,5.973525,,
pliable,A,549,.,.,364,0.0259,10.94,10.45693,10.53281204,,
plod,V,471,379,.,.,0.5465,10.2,8.93047,8.77392764,,
plumber,N,427,569,.,.,0.5729,8.56,8.06939,7.86247116,,
plus,F,317,378,.,.,1.6222,6.370915,5.91669,5.83860756,,
plutocracy,N,650,101,.,.,-0.6576,14.9498,12.4335,13.08225,,
Plutocrat,N,650,119,.,.,-0.4685,12.49869,12.4335,13.08225,,
poach,V,450,445,.,.,0.6767,10.06,8.5195,8.33165,,
point,N,379,381,.,481,2.6384,4.55,7.13003,6.93457164,,
point,V,279,496,.,481,2.1201,4.55,5.17303,5.22403964,,
poison,N,370,510,364,513,1.152,5.58,6.9539,6.768306,,
poison,V,413,440,364,513,1.2272,5.58,7.79541,7.58467476,,
Poland,N,542,414,.,.,-1.5539,#N/A,10.31994,10.36748856,,
polar bear,N,379,616,.,.,-1.5539,#N/A,7.13003,6.93457164,,
polecat,N,555,445,.,.,-0.6576,10.57,10.57435,10.675691,,
police,N,292,674,.,.,2.3146,5.05,5.42744,5.42939856,,
policeman,N,264,.,.,629,1.579,4.44,4.87948,4.99340384,,
polish,V,305,534,336,494,1.3223,8.06,5.68185,5.639841,,
pomp,N,542,352,.,.,0.2648,12.38,10.31994,10.36748856,,
ponder,V,532,336,.,.,0.9877,11.44,10.12424,10.13386896,,
pony,N,267,.,.,642,1.1554,5.39,4.93819,5.03898956,,
poor,A,284,.,.,447,2.3184,6.11,5.27088,5.30242224,,
poorly,A,282,397,.,.,-0.0506,8.076035,5.23174,5.27097896,,
pop,V,323,382,.,.,1.2785,4.484626,6.03411,5.93961516,,
porpoise,N,538,456,.,.,0.3263,8.94,10.24166,10.27367976,,
portent,N,628,181,.,.,0.1931,13.43,12.00296,12.50078736,,
porter,N,471,.,.,536,1.1416,10.079551,8.93047,8.77392764,,
portray,V,560,.,.,377,0.943,10.95,10.6722,10.795584,,
Portugal,N,560,484,.,.,0.6107,#N/A,10.6722,10.795584,,
posh,A,407,451,.,.,0.4456,11.88,7.67799,7.46742396,,
possible,A,389,.,.,249,2.5278,7.32,7.32573,7.12216884,,
post,N,366,469,306,518,1.9333,8.11,6.87562,6.69519224,,
post,V,288,530,306,518,0.9055,8.11,5.34916,5.36566976,,
postman,N,256,646,.,.,0.4955,5.22,4.72292,4.87316544,,
pothole,V,555,440,.,.,-1.5539,8.42,10.57435,10.675691,,
pound,N,340,504,308,553,2.4184,6.79,6.3668,6.231684,,
pour,V,269,.,.,495,1.8973,5,4.97733,5.06953044,,
power,N,428,408,.,450,2.5367,7.48,8.08896,7.88253936,,
practicality,N,572,206,.,.,0.3263,10.89,10.90704,11.08639536,,
practice,N,417,331,.,.,2.0475,6.24,7.87369,7.66344356,,
praise,V,402,414,.,467,1.2272,7.95,7.58014,7.37054216,,
pray,V,308,.,.,444,1.4504,5.79,5.74056,5.68912656,,
preacher,N,421,541,.,.,0.6222,6.11,7.95197,7.74269364,,
precinct,N,593,414,.,.,0.5328,11.94,11.31801,11.60573796,,
predict,V,532,.,.,372,1.459,8,10.12424,10.13386896,,
prefer,V,435,286,.,.,1.915,6.95,8.22595,8.023859,,
premier,N,590,351,.,.,0.5328,11.32,11.2593,11.530734,,
prepare,V,411,379,.,.,1.9004,7.72,7.75627,7.54547084,,
Presbyterian,N,594,246,.,.,-0.4089,#N/A,11.33758,11.63079944,,
Presbyterianism,N,626,191,.,.,-1.2218,#N/A,11.96382,12.44864904,,
present,A,308,426,.,481,2.1763,4.83,5.74056,5.68912656,,
present,N,221,566,.,481,1.2243,4.83,4.03797,4.36975764,,
present,V,480,441,.,481,1.9959,4.83,9.1066,8.967536,,
presentable,A,499,.,.,341,0.1785,9.68,9.47843,9.38426604,,
preserve,V,482,430,.,.,1.6033,9.63,9.14574,9.01089096,,
pretty,F,273,.,.,520,1.8755,4.090317,5.05561,5.13097316,,
previous,A,437,.,.,276,1.8674,8.44,8.26509,8.06450676,,
price,N,355,442,.,.,2.2058,7.35,6.66035,6.496611,,
price,V,437,390,.,.,0.7559,7.35,8.26509,8.06450676,,
Prime Minister,N,499,605,.,.,-1.5539,#N/A,9.47843,9.38426604,,
prince,N,305,.,.,606,1.5898,5.26,5.68185,5.639841,,
princess,N,295,.,.,547,1.1237,3.95,5.48615,5.477511,,
printer,N,465,519,.,.,0.8774,7.61,8.81305,8.646209,,
priority,N,544,321,.,.,1.5053,10.95,10.35908,10.41457344,,
prison,N,385,.,.,593,1.9058,7.5,7.24745,7.046769,,
prison warder,N,504,519,.,.,-0.1554,#N/A,9.57628,9.49573664,,
produce,V,454,340,431,396,2.3903,7.75,8.59778,8.41487064,,
product,N,469,.,.,435,1.9278,8.05,8.89133,8.73123444,,
proffer,V,609,257,.,.,0.5798,16,11.63113,12.01033124,,
profit,N,516,385,.,497,1.842,8.56,9.81112,9.76633424,,
programmer,N,633,416,.,.,0.3483,13.28,12.10081,12.63165956,,
progress,N,465,346,.,.,1.815,9,8.81305,8.646209,,
progress,V,486,342,.,.,1.2185,9,9.22402,9.09796184,,
progressive,A,566,268,.,.,1.2214,11.11,10.78962,10.94044824,,
prohibit,V,519,.,.,373,0.8743,10.67,9.86983,9.83466044,,
prohibition,N,603,297,.,.,0.8041,12.05,11.51371,11.85770636,,
promise,N,325,367,.,320,1.5758,5.67,6.07325,5.973525,,
promise,V,322,414,.,320,1.8791,5.67,6.01454,5.92270536,,
promote,V,534,358,.,.,1.5151,10.32,10.16338,10.18035224,,
promptness,N,504,340,.,.,-0.3468,10.89,9.57628,9.49573664,,
prophesy,V,521,317,.,.,0.3711,10.53,9.90897,9.88036164,,
prophet,N,488,.,.,467,1.1928,9.58,9.26316,9.14167776,,
propose,V,501,.,.,.,1.801,9,9.51757,9.42876404,,
protect,V,409,425,.,.,1.933,6.79,7.71713,7.50638724,,
Protestant,N,510,371,.,.,0.5922,12.67,9.6937,9.630494,,
proximity,N,583,320,.,.,0.6561,12.26,11.12231,11.35677756,,
prune,V,495,490,347,578,0.4004,7.85,9.40015,9.295631,,
Prussian,N,616,249,.,.,0.1461,#N/A,11.76812,12.18976224,,
Prussian blue,N,596,342,.,.,-1.5539,#N/A,11.37672,11.68101264,,
psychiatry,N,628,301,.,.,1.0546,11.61,12.00296,12.50078736,,
