Word,Word type,new AoA,Frequency,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,rating,phonemes,totalMorphemes,concreteness,babyAVG,Bigram,Conc.M,Conc.SD,Unknown,Total,SUBTLEX
jimmy,,,,,,,,,,,,,,,0.0,3.93,1.3,2.0,29.0,4091.0
jingled,,,,,,,,,,,,,,,0.0,3.43,1.5,2.0,30.0,2.0
jingling,,,,,,,,,,,,,,,0.0,3.38,1.53,1.0,27.0,37.0
jitter,,,,,,,,,,,,,,,0.0,3.38,1.12,0.0,29.0,8.0
jitterbug,,,,,,,,,,,,,,,0.0,3.68,1.31,3.0,28.0,19.0
jitters,,,,,,,,,,,,,,,0.0,3.79,0.94,0.0,29.0,66.0
jobholder,,,,,,,,,,,,,,,0.0,3.92,1.12,0.0,25.0,0.0
jobless,,,,,,,,,,,,,,,0.0,2.89,1.71,0.0,28.0,17.0
joblessness,,,,,,,,,,,,,,,0.0,2.5,1.37,1.0,29.0,0.0
jobseeker,,,,,,,,,,,,,,,0.0,4.07,1.24,1.0,28.0,0.0
jock,,,,,,,,,,,,,,,0.0,3.65,1.29,1.0,27.0,457.0
jogging,,,,,,,,,,,,,,,0.0,4.67,0.88,0.0,27.0,131.0
john,,,,,,,,,,,,,,,0.0,3.48,1.48,1.0,28.0,9877.0
joinable,,,,,,,,,,,,,,,0.0,2.07,1.11,3.0,30.0,0.0
joining,,,,,,,,,,,,,,,0.0,2.73,1.25,1.0,27.0,614.0
jointed,,,,,,,,,,,,,,,0.0,3.74,0.94,0.0,27.0,2.0
jointing,,,,,,,,,,,,,,,0.0,3.4,1.35,2.0,27.0,0.0
jointly,,,,,,,,,,,,,,,0.0,2.0,1.07,1.0,28.0,12.0
joist,,,,,,,,,,,,,,,0.0,3.54,1.38,4.0,28.0,3.0
jokeless,,,,,,,,,,,,,,,0.0,2.04,1.29,2.0,30.0,0.0
jokester,,,,,,,,,,,,,,,0.0,3.04,1.3,1.0,24.0,4.0
jokey,,,,,,,,,,,,,,,0.0,2.44,1.25,3.0,30.0,4.0
jokingly,,,,,,,,,,,,,,,0.0,2.18,1.31,0.0,28.0,8.0
jolliness,,,,,,,,,,,,,,,0.0,2.22,1.48,0.0,27.0,1.0
jolting,,,,,,,,,,,,,,,0.0,2.66,1.14,0.0,29.0,2.0
josh,,,,,,,,,,,,,,,0.0,2.68,1.59,3.0,25.0,1039.0
joshing,,,,,,,,,,,,,,,0.0,2.2,1.47,2.0,27.0,18.0
jostle,,,,,,,,,,,,,,,0.0,3.45,1.43,0.0,29.0,5.0
jostler,,,,,,,,,,,,,,,0.0,3.14,1.49,3.0,25.0,0.0
jotting,,,,,,,,,,,,,,,0.0,3.39,1.31,2.0,30.0,7.0
journalistically,,,,,,,,,,,,,,,0.0,2.38,1.36,3.0,29.0,1.0
journalize,,,,,,,,,,,,,,,0.0,2.64,1.41,3.0,28.0,0.0
journeying,,,,,,,,,,,,,,,0.0,2.59,1.12,1.0,30.0,5.0
journeyman,,,,,,,,,,,,,,,0.0,3.85,1.35,1.0,27.0,2.0
journeywoman,,,,,,,,,,,,,,,0.0,4.2,1.32,2.0,27.0,0.0
jouster,,,,,,,,,,,,,,,0.0,3.65,1.38,3.0,29.0,3.0
jovial,,,,,,,,,,,,,,,0.0,2.81,1.41,1.0,27.0,11.0
joviality,,,,,,,,,,,,,,,0.0,2.28,1.21,4.0,29.0,1.0
jovially,,,,,,,,,,,,,,,0.0,1.96,1.08,1.0,25.0,1.0
jovialness,,,,,,,,,,,,,,,0.0,1.96,1.14,4.0,29.0,0.0
jowl,,,,,,,,,,,,,,,0.0,4.45,1.06,4.0,26.0,4.0
joyfully,,,,,,,,,,,,,,,0.0,2.19,1.24,0.0,27.0,9.0
joyfulness,,,,,,,,,,,,,,,0.0,2.04,1.21,0.0,25.0,1.0
joyless,,,,,,,,,,,,,,,0.0,1.89,0.85,0.0,27.0,5.0
joylessly,,,,,,,,,,,,,,,0.0,2.1,1.09,0.0,30.0,0.0
joylessness,,,,,,,,,,,,,,,0.0,2.17,1.23,0.0,29.0,0.0
joyously,,,,,,,,,,,,,,,0.0,2.1,1.32,0.0,29.0,9.0
joyousness,,,,,,,,,,,,,,,0.0,2.17,1.28,1.0,30.0,0.0
joystick,,,,,,,,,,,,,,,0.0,4.74,0.86,0.0,27.0,15.0
jubilance,,,,,,,,,,,,,,,0.0,2.14,1.3,1.0,29.0,0.0
jubilancy,,,,,,,,,,,,,,,0.0,2.12,1.07,3.0,29.0,0.0
jubilant,,,,,,,,,,,,,,,0.0,2.44,1.45,0.0,25.0,8.0
jubilantly,,,,,,,,,,,,,,,0.0,1.92,0.84,1.0,27.0,1.0
jubilate,,,,,,,,,,,,,,,0.0,2.46,1.3,2.0,28.0,0.0
jubilation,,,,,,,,,,,,,,,0.0,2.2,1.54,0.0,30.0,5.0
jubilatory,,,,,,,,,,,,,,,0.0,1.92,1.12,3.0,28.0,0.0
judgelike,,,,,,,,,,,,,,,0.0,2.04,1.26,1.0,29.0,0.0
judger,,,,,,,,,,,,,,,0.0,2.68,1.14,3.0,28.0,0.0
judgeship,,,,,,,,,,,,,,,0.0,2.77,1.42,3.0,29.0,10.0
judgingly,,,,,,,,,,,,,,,0.0,1.76,1.15,1.0,30.0,0.0
judicative,,,,,,,,,,,,,,,0.0,1.45,0.8,3.0,25.0,0.0
judicially,,,,,,,,,,,,,,,0.0,1.59,0.82,0.0,29.0,0.0
judiciary,,,,,,,,,,,,,,,0.0,2.33,1.41,0.0,27.0,11.0
judicious,,,,,,,,,,,,,,,0.0,2.12,1.24,2.0,28.0,8.0
judiciously,,,,,,,,,,,,,,,0.0,1.55,0.74,0.0,29.0,5.0
juggernaut,,,,,,,,,,,,,,,0.0,2.6,1.55,4.0,29.0,15.0
juggling,,,,,,,,,,,,,,,0.0,4.25,1.04,1.0,29.0,91.0
juiceless,,,,,,,,,,,,,,,0.0,3.16,1.18,2.0,27.0,0.0
juiciness,,,,,,,,,,,,,,,0.0,3.44,1.25,0.0,27.0,0.0
jujitsu,,,,,,,,,,,,,,,0.0,4.28,1.02,1.0,26.0,16.0
july,,,,,,,,,,,,,,,0.0,2.93,1.73,0.0,27.0,616.0
jumble,,,,,,,,,,,,,,,0.0,3.0,1.5,0.0,25.0,16.0
jumpable,,,,,,,,,,,,,,,0.0,2.58,1.32,1.0,25.0,0.0
jumpiness,,,,,,,,,,,,,,,0.0,3.07,1.41,0.0,29.0,0.0
jumprope,,,,,,,,,,,,,,,0.0,4.93,0.26,1.0,29.0,0.0
june,,,,,,,,,,,,,,,0.0,3.4,1.58,1.0,26.0,962.0
junking,,,,,,,,,,,,,,,0.0,3.04,1.37,3.0,27.0,4.0
junkman,,,,,,,,,,,,,,,0.0,4.12,1.17,2.0,27.0,5.0
jurisdictional,,,,,,,,,,,,,,,0.0,2.0,1.02,1.0,25.0,10.0
jurisdictionally,,,,,,,,,,,,,,,0.0,1.8,1.08,4.0,29.0,0.0
jurist,,,,,,,,,,,,,,,0.0,3.96,1.34,1.0,27.0,13.0
juryman,,,,,,,,,,,,,,,0.0,3.79,1.42,2.0,30.0,0.0
jurywoman,,,,,,,,,,,,,,,0.0,4.52,1.0,1.0,26.0,0.0
justifiability,,,,,,,,,,,,,,,0.0,1.61,0.89,1.0,24.0,0.0
justifiableness,,,,,,,,,,,,,,,0.0,1.64,0.91,2.0,30.0,0.0
justifiably,,,,,,,,,,,,,,,0.0,1.3,0.67,1.0,28.0,8.0
justifier,,,,,,,,,,,,,,,0.0,1.85,1.19,1.0,27.0,0.0
justifying,,,,,,,,,,,,,,,0.0,1.5,0.95,0.0,26.0,13.0
justly,,,,,,,,,,,,,,,0.0,1.44,0.65,0.0,25.0,17.0
justness,,,,,,,,,,,,,,,0.0,1.38,0.65,1.0,25.0,1.0
jutting,,,,,,,,,,,,,,,0.0,3.0,1.5,4.0,29.0,5.0
juvenility,,,,,,,,,,,,,,,0.0,2.04,1.27,3.0,28.0,0.0
juxtapose,,,,,,,,,,,,,,,0.0,2.32,1.38,4.0,29.0,3.0
juxtaposition,,,,,,,,,,,,,,,0.0,2.39,1.31,3.0,26.0,8.0
kabob,,,,,,,,,,,,,,,0.0,4.75,0.59,1.0,29.0,4.0
kaleidoscope,,,,,,,,,,,,,,,0.0,4.79,0.56,0.0,29.0,15.0
kaleidoscopic,,,,,,,,,,,,,,,0.0,4.04,1.34,0.0,26.0,0.0
karat,,,,,,,,,,,,,,,0.0,3.64,1.42,2.0,30.0,8.0
kayaker,,,,,,,,,,,,,,,0.0,4.33,1.14,1.0,28.0,1.0
keelboat,,,,,,,,,,,,,,,0.0,4.84,0.47,4.0,29.0,0.0
keeled,,,,,,,,,,,,,,,0.0,2.63,1.36,3.0,30.0,23.0
keenly,,,,,,,,,,,,,,,0.0,1.48,0.91,1.0,30.0,19.0
keeping,,,,,,,,,,,,,,,0.0,2.19,1.42,0.0,27.0,2608.0
kept,,,,,,,,,,,,,,,0.0,2.79,1.57,0.0,29.0,4559.0
keratin,,,,,,,,,,,,,,,0.0,3.84,1.34,4.0,29.0,2.0
kettledrum,,,,,,,,,,,,,,,0.0,4.9,0.4,1.0,31.0,2.0
kettledrummer,,,,,,,,,,,,,,,0.0,4.48,1.04,2.0,25.0,0.0
kevlar,,,,,,,,,,,,,,,0.0,4.88,0.33,4.0,29.0,0.0
keyboardist,,,,,,,,,,,,,,,0.0,4.52,0.98,0.0,27.0,3.0
keycard,,,,,,,,,,,,,,,0.0,4.83,0.54,1.0,30.0,0.0
keyed,,,,,,,,,,,,,,,0.0,3.47,1.33,0.0,30.0,39.0
keyless,,,,,,,,,,,,,,,0.0,3.36,1.54,0.0,28.0,1.0
keypress,,,,,,,,,,,,,,,0.0,3.81,1.27,2.0,29.0,0.0
keystone,,,,,,,,,,,,,,,0.0,3.66,1.26,0.0,29.0,18.0
keystroke,,,,,,,,,,,,,,,0.0,3.85,1.49,1.0,28.0,10.0
kickable,,,,,,,,,,,,,,,0.0,2.96,1.43,0.0,27.0,1.0
kickback,,,,,,,,,,,,,,,0.0,3.17,1.31,0.0,29.0,15.0
kickball,,,,,,,,,,,,,,,0.0,4.64,0.7,0.0,25.0,5.0
kickboxer,,,,,,,,,,,,,,,0.0,4.55,0.91,0.0,29.0,0.0
kicking,,,,,,,,,,,,,,,0.0,4.07,1.02,0.0,28.0,795.0
kickstand,,,,,,,,,,,,,,,0.0,4.8,0.41,0.0,25.0,0.0
kickstart,,,,,,,,,,,,,,,0.0,3.25,1.32,1.0,29.0,0.0
kidding,,,,,,,,,,,,,,,0.0,1.82,1.12,0.0,28.0,6822.0
kidnaper,,,,,,,,,,,,,,,0.0,3.96,1.27,1.0,25.0,0.0
killable,,,,,,,,,,,,,,,0.0,1.93,1.04,1.0,28.0,0.0
killingly,,,,,,,,,,,,,,,0.0,1.84,0.94,4.0,29.0,0.0
kiln,,,,,,,,,,,,,,,0.0,4.82,0.61,1.0,29.0,19.0
kilobyte,,,,,,,,,,,,,,,0.0,3.04,1.63,0.0,27.0,1.0
kilocalorie,,,,,,,,,,,,,,,0.0,2.96,1.57,3.0,31.0,0.0
kilogram,,,,,,,,,,,,,,,0.0,4.14,1.3,0.0,29.0,3.0
kilohertz,,,,,,,,,,,,,,,0.0,2.58,1.5,4.0,30.0,1.0
kilowatt,,,,,,,,,,,,,,,0.0,3.62,1.45,0.0,29.0,6.0
kilter,,,,,,,,,,,,,,,0.0,2.64,1.19,4.0,29.0,4.0
kindergartener,,,,,,,,,,,,,,,0.0,4.08,1.15,1.0,26.0,1.0
kindergartner,,,,,,,,,,,,,,,0.0,4.45,0.83,1.0,30.0,2.0
kindhearted,,,,,,,,,,,,,,,0.0,2.04,1.09,0.0,27.0,8.0
kindheartedly,,,,,,,,,,,,,,,0.0,2.07,1.25,0.0,29.0,0.0
kindheartedness,,,,,,,,,,,,,,,0.0,2.0,1.05,0.0,28.0,0.0
kindle,,,,,,,,,,,,,,,0.0,3.74,1.4,0.0,27.0,9.0
kindliness,,,,,,,,,,,,,,,0.0,2.07,1.12,0.0,28.0,2.0
kindly,,,,,,,,,,,,,,,0.0,1.93,1.22,0.0,29.0,538.0
kinetically,,,,,,,,,,,,,,,0.0,2.28,1.1,2.0,27.0,0.0
kinetics,,,,,,,,,,,,,,,0.0,2.39,1.52,1.0,29.0,1.0
kinfolk,,,,,,,,,,,,,,,0.0,3.66,1.37,1.0,30.0,18.0
kingfish,,,,,,,,,,,,,,,0.0,4.62,0.7,3.0,29.0,6.0
kingfisher,,,,,,,,,,,,,,,0.0,4.71,0.85,1.0,29.0,9.0
kinghood,,,,,,,,,,,,,,,0.0,2.78,1.31,1.0,28.0,0.0
kingless,,,,,,,,,,,,,,,0.0,2.67,1.31,3.0,27.0,0.0
kinglike,,,,,,,,,,,,,,,0.0,2.32,1.33,1.0,29.0,0.0
kingliness,,,,,,,,,,,,,,,0.0,2.15,1.32,1.0,28.0,0.0
kingly,,,,,,,,,,,,,,,0.0,2.0,0.98,1.0,29.0,4.0
kingship,,,,,,,,,,,,,,,0.0,3.21,1.6,1.0,29.0,3.0
kinkily,,,,,,,,,,,,,,,0.0,2.75,1.27,2.0,30.0,0.0
kinkiness,,,,,,,,,,,,,,,0.0,2.07,1.07,0.0,29.0,1.0
kinsfolk,,,,,,,,,,,,,,,0.0,3.67,1.41,3.0,30.0,0.0
kinsman,,,,,,,,,,,,,,,0.0,3.5,1.42,1.0,27.0,16.0
kinswoman,,,,,,,,,,,,,,,0.0,3.68,1.47,1.0,29.0,1.0
kissable,,,,,,,,,,,,,,,0.0,2.39,1.4,0.0,28.0,5.0
kissing,,,,,,,,,,,,,,,0.0,4.52,0.99,0.0,29.0,1189.0
kitchenette,,,,,,,,,,,,,,,0.0,4.56,0.64,1.0,28.0,16.0
kitchenware,,,,,,,,,,,,,,,0.0,4.68,0.6,0.0,31.0,2.0
kittenishly,,,,,,,,,,,,,,,0.0,2.69,1.16,3.0,29.0,0.0
kleptomania,,,,,,,,,,,,,,,0.0,2.69,1.59,1.0,27.0,4.0
kleptomaniac,,,,,,,,,,,,,,,0.0,2.79,1.41,4.0,28.0,9.0
klutziness,,,,,,,,,,,,,,,0.0,2.5,1.22,4.0,28.0,1.0
klutzy,,,,,,,,,,,,,,,0.0,2.53,1.33,0.0,30.0,5.0
kneader,,,,,,,,,,,,,,,0.0,3.55,1.55,0.0,29.0,4.0
kneading,,,,,,,,,,,,,,,0.0,3.6,1.44,1.0,26.0,9.0
kneed,,,,,,,,,,,,,,,0.0,3.81,1.24,1.0,28.0,12.0
kneeler,,,,,,,,,,,,,,,0.0,4.11,1.12,1.0,28.0,2.0
kneeling,,,,,,,,,,,,,,,0.0,4.38,0.98,2.0,28.0,54.0
kneepad,,,,,,,,,,,,,,,0.0,4.76,0.88,1.0,26.0,2.0
knelt,,,,,,,,,,,,,,,0.0,4.0,1.15,0.0,28.0,19.0
knew,,,,,,,,,,,,,,,0.0,1.63,1.25,0.0,30.0,18817.0
knickknack,,,,,,,,,,,,,,,0.0,4.11,1.34,1.0,29.0,4.0
knifeboard,,,,,,,,,,,,,,,0.0,4.4,1.32,3.0,28.0,0.0
knifeless,,,,,,,,,,,,,,,0.0,3.0,1.35,4.0,29.0,0.0
knifelike,,,,,,,,,,,,,,,0.0,3.07,1.46,2.0,30.0,0.0
knifeman,,,,,,,,,,,,,,,0.0,4.58,0.78,3.0,27.0,0.0
knightly,,,,,,,,,,,,,,,0.0,2.69,1.31,0.0,29.0,9.0
knitted,,,,,,,,,,,,,,,0.0,4.21,0.98,0.0,29.0,33.0
knitter,,,,,,,,,,,,,,,0.0,4.52,0.77,0.0,25.0,2.0
knitting,,,,,,,,,,,,,,,0.0,4.14,1.18,0.0,28.0,115.0
knitwear,,,,,,,,,,,,,,,0.0,4.63,0.74,1.0,28.0,0.0
knitwork,,,,,,,,,,,,,,,0.0,4.28,1.06,2.0,27.0,0.0
knobbiness,,,,,,,,,,,,,,,0.0,3.09,1.41,4.0,27.0,0.0
knobby,,,,,,,,,,,,,,,0.0,3.54,1.07,1.0,29.0,4.0
knoblike,,,,,,,,,,,,,,,0.0,3.27,1.37,3.0,29.0,0.0
knockdown,,,,,,,,,,,,,,,0.0,3.6,1.29,1.0,26.0,18.0
knocker,,,,,,,,,,,,,,,0.0,3.88,1.39,0.0,25.0,17.0
knocking,,,,,,,,,,,,,,,0.0,4.29,0.98,0.0,28.0,759.0
knothole,,,,,,,,,,,,,,,0.0,3.96,1.25,2.0,28.0,6.0
knotless,,,,,,,,,,,,,,,0.0,3.24,1.64,4.0,29.0,0.0
knotted,,,,,,,,,,,,,,,0.0,3.85,1.1,0.0,27.0,21.0
knotting,,,,,,,,,,,,,,,0.0,4.0,1.04,0.0,29.0,2.0
knotty,,,,,,,,,,,,,,,0.0,3.34,1.32,0.0,29.0,7.0
knowable,,,,,,,,,,,,,,,0.0,1.88,1.01,4.0,29.0,1.0
knower,,,,,,,,,,,,,,,0.0,2.37,1.11,2.0,29.0,1.0
knowhow,,,,,,,,,,,,,,,0.0,2.11,1.31,2.0,29.0,7.0
knowing,,,,,,,,,,,,,,,0.0,1.59,0.89,0.0,27.0,2307.0
knowingly,,,,,,,,,,,,,,,0.0,1.88,1.01,0.0,25.0,37.0
knowingness,,,,,,,,,,,,,,,0.0,1.25,0.53,3.0,27.0,0.0
knowledgeably,,,,,,,,,,,,,,,0.0,1.84,1.31,2.0,27.0,0.0
known,,,,,,,,,,,,,,,0.0,1.83,1.2,0.0,29.0,6300.0
knuckleball,,,,,,,,,,,,,,,0.0,3.96,1.24,1.0,26.0,2.0
knucklebone,,,,,,,,,,,,,,,0.0,4.46,0.98,4.0,28.0,0.0
knuckled,,,,,,,,,,,,,,,0.0,3.66,0.97,1.0,30.0,1.0
knuckles,,,,,,,,,,,,,,,0.0,4.87,0.43,0.0,30.0,176.0
krypton,,,,,,,,,,,,,,,0.0,3.41,1.6,0.0,27.0,35.0
kwanza,,,,,,,,,,,,,,,0.0,3.04,1.52,3.0,26.0,4.0
l,,,,,,,,,,,,,,,0.0,3.13,1.74,2.0,25.0,4841.0
labeler,,,,,,,,,,,,,,,0.0,3.81,1.39,1.0,28.0,1.0
labia,,,,,,,,,,,,,,,0.0,4.82,0.48,1.0,29.0,14.0
laboratorial,,,,,,,,,,,,,,,0.0,2.65,1.38,1.0,27.0,0.0
labored,,,,,,,,,,,,,,,0.0,2.62,1.52,0.0,29.0,25.0
laboring,,,,,,,,,,,,,,,0.0,2.83,1.44,0.0,29.0,15.0
laborious,,,,,,,,,,,,,,,0.0,2.0,1.14,1.0,28.0,6.0
laboriously,,,,,,,,,,,,,,,0.0,2.67,1.15,1.0,22.0,1.0
laboriousness,,,,,,,,,,,,,,,0.0,2.04,1.04,1.0,29.0,0.0
laborsaving,,,,,,,,,,,,,,,0.0,2.11,1.23,3.0,31.0,1.0
labrador,,,,,,,,,,,,,,,0.0,4.35,1.29,0.0,26.0,27.0
laced,,,,,,,,,,,,,,,0.0,3.7,1.27,0.0,27.0,56.0
lacelike,,,,,,,,,,,,,,,0.0,3.2,1.29,1.0,26.0,0.0
lacerate,,,,,,,,,,,,,,,0.0,3.63,1.4,0.0,30.0,1.0
lacerated,,,,,,,,,,,,,,,0.0,3.57,1.19,0.0,30.0,25.0
lacework,,,,,,,,,,,,,,,0.0,3.89,1.26,2.0,30.0,0.0
lacing,,,,,,,,,,,,,,,0.0,4.07,0.94,1.0,29.0,7.0
lackadaisical,,,,,,,,,,,,,,,0.0,1.69,0.84,3.0,29.0,4.0
lackadaisically,,,,,,,,,,,,,,,0.0,1.76,0.83,3.0,28.0,1.0
lackluster,,,,,,,,,,,,,,,0.0,1.75,0.94,1.0,25.0,6.0
lacquering,,,,,,,,,,,,,,,0.0,4.0,1.04,4.0,29.0,0.0
lactate,,,,,,,,,,,,,,,0.0,3.59,1.22,2.0,29.0,8.0
lactated,,,,,,,,,,,,,,,0.0,3.48,1.5,0.0,27.0,4.0
lactation,,,,,,,,,,,,,,,0.0,3.78,1.28,0.0,27.0,3.0
lactic,,,,,,,,,,,,,,,0.0,2.65,1.27,4.0,27.0,5.0
lacy,,,,,,,,,,,,,,,0.0,3.84,1.28,3.0,28.0,32.0
laddered,,,,,,,,,,,,,,,0.0,3.16,1.25,2.0,27.0,2.0
laden,,,,,,,,,,,,,,,0.0,2.96,1.34,2.0,28.0,83.0
ladies,,,,,,,,,,,,,,,0.0,4.6,0.91,0.0,25.0,7054.0
ladybird,,,,,,,,,,,,,,,0.0,4.76,0.44,4.0,29.0,7.0
ladyfinger,,,,,,,,,,,,,,,0.0,3.68,1.63,3.0,28.0,0.0
ladylikeness,,,,,,,,,,,,,,,0.0,2.11,1.34,1.0,28.0,0.0
ladylove,,,,,,,,,,,,,,,0.0,2.55,1.34,3.0,25.0,1.0
lagged,,,,,,,,,,,,,,,0.0,2.92,1.13,2.0,28.0,4.0
lagging,,,,,,,,,,,,,,,0.0,2.33,1.33,0.0,27.0,13.0
laid,,,,,,,,,,,,,,,0.0,3.6,1.55,0.0,25.0,1527.0
lakefront,,,,,,,,,,,,,,,0.0,4.77,0.5,0.0,30.0,6.0
lakeshore,,,,,,,,,,,,,,,0.0,4.38,1.1,2.0,28.0,9.0
lakeside,,,,,,,,,,,,,,,0.0,4.29,0.97,0.0,31.0,36.0
lambskin,,,,,,,,,,,,,,,0.0,4.72,0.59,1.0,30.0,4.0
lamebrain,,,,,,,,,,,,,,,0.0,2.42,1.67,3.0,27.0,13.0
lamely,,,,,,,,,,,,,,,0.0,1.97,1.24,1.0,30.0,3.0
lameness,,,,,,,,,,,,,,,0.0,2.11,1.42,0.0,28.0,5.0
lamentable,,,,,,,,,,,,,,,0.0,2.0,1.21,1.0,28.0,7.0
lamentably,,,,,,,,,,,,,,,0.0,1.91,1.31,4.0,27.0,2.0
lamentation,,,,,,,,,,,,,,,0.0,2.31,1.32,2.0,28.0,3.0
lamented,,,,,,,,,,,,,,,0.0,2.22,1.34,0.0,27.0,10.0
lamenter,,,,,,,,,,,,,,,0.0,2.6,1.19,4.0,29.0,0.0
lamenting,,,,,,,,,,,,,,,0.0,2.15,1.19,0.0,26.0,8.0
laminate,,,,,,,,,,,,,,,0.0,3.89,1.28,0.0,27.0,10.0
laminated,,,,,,,,,,,,,,,0.0,3.93,1.41,0.0,30.0,18.0
lamination,,,,,,,,,,,,,,,0.0,3.93,1.49,0.0,29.0,6.0
laminator,,,,,,,,,,,,,,,0.0,4.3,1.02,0.0,30.0,1.0
lamplight,,,,,,,,,,,,,,,0.0,4.8,0.48,0.0,30.0,6.0
lamplighter,,,,,,,,,,,,,,,0.0,4.24,1.3,4.0,29.0,3.0
lampshade,,,,,,,,,,,,,,,0.0,4.82,0.77,0.0,28.0,14.0
lanced,,,,,,,,,,,,,,,0.0,3.7,1.11,2.0,25.0,6.0
lances,,,,,,,,,,,,,,,0.0,3.59,1.5,4.0,26.0,29.0
landed,,,,,,,,,,,,,,,0.0,3.07,1.44,0.0,29.0,653.0
landform,,,,,,,,,,,,,,,0.0,4.38,0.94,3.0,29.0,0.0
landholder,,,,,,,,,,,,,,,0.0,3.72,1.57,1.0,26.0,0.0
landholding,,,,,,,,,,,,,,,0.0,2.93,1.41,2.0,29.0,0.0
landless,,,,,,,,,,,,,,,0.0,2.28,1.33,0.0,29.0,0.0
landline,,,,,,,,,,,,,,,0.0,4.5,1.06,1.0,25.0,10.0
landlocked,,,,,,,,,,,,,,,0.0,3.79,1.42,0.0,28.0,10.0
landmass,,,,,,,,,,,,,,,0.0,4.21,1.26,0.0,28.0,4.0
landmine,,,,,,,,,,,,,,,0.0,4.85,0.36,0.0,27.0,7.0
landowner,,,,,,,,,,,,,,,0.0,4.29,1.05,0.0,28.0,19.0
landownership,,,,,,,,,,,,,,,0.0,2.78,1.34,1.0,28.0,0.0
landowning,,,,,,,,,,,,,,,0.0,2.64,1.36,3.0,25.0,0.0
landscaper,,,,,,,,,,,,,,,0.0,3.92,1.29,0.0,26.0,19.0
landscapist,,,,,,,,,,,,,,,0.0,3.59,1.28,2.0,29.0,0.0
landside,,,,,,,,,,,,,,,0.0,4.43,1.1,1.0,29.0,0.0
languidly,,,,,,,,,,,,,,,0.0,2.31,1.23,3.0,29.0,1.0
languidness,,,,,,,,,,,,,,,0.0,1.58,0.72,2.0,26.0,0.0
languish,,,,,,,,,,,,,,,0.0,2.07,1.0,2.0,29.0,8.0
languishing,,,,,,,,,,,,,,,0.0,2.08,1.06,4.0,28.0,9.0
languishingly,,,,,,,,,,,,,,,0.0,1.85,0.92,2.0,28.0,0.0
lankiness,,,,,,,,,,,,,,,0.0,3.12,1.53,2.0,28.0,0.0
lanyard,,,,,,,,,,,,,,,0.0,4.46,0.88,3.0,27.0,4.0
lapboard,,,,,,,,,,,,,,,0.0,4.42,1.18,3.0,27.0,0.0
lapelled,,,,,,,,,,,,,,,0.0,3.18,1.5,4.0,26.0,0.0
lapful,,,,,,,,,,,,,,,0.0,3.09,1.47,4.0,27.0,0.0
lapped,,,,,,,,,,,,,,,0.0,3.38,1.21,1.0,30.0,8.0
lapping,,,,,,,,,,,,,,,0.0,3.44,1.29,1.0,26.0,21.0
lapsed,,,,,,,,,,,,,,,0.0,2.07,1.31,1.0,30.0,22.0
lapsing,,,,,,,,,,,,,,,0.0,2.41,1.05,3.0,25.0,2.0
larcenist,,,,,,,,,,,,,,,0.0,2.88,1.48,4.0,28.0,1.0
largely,,,,,,,,,,,,,,,0.0,2.32,1.39,0.0,28.0,84.0
largemouth,,,,,,,,,,,,,,,0.0,4.04,1.11,3.0,26.0,3.0
largeness,,,,,,,,,,,,,,,0.0,2.89,1.4,1.0,28.0,2.0
larkish,,,,,,,,,,,,,,,0.0,2.08,0.78,4.0,28.0,0.0
larva,,,,,,,,,,,,,,,0.0,4.52,0.82,0.0,25.0,13.0
larvae,,,,,,,,,,,,,,,0.0,4.62,0.85,0.0,26.0,29.0
larval,,,,,,,,,,,,,,,0.0,3.27,1.28,3.0,29.0,7.0
laryngologist,,,,,,,,,,,,,,,0.0,3.82,1.42,3.0,31.0,0.0
laryngoscope,,,,,,,,,,,,,,,0.0,4.48,1.16,4.0,29.0,13.0
lascivious,,,,,,,,,,,,,,,0.0,2.04,1.21,4.0,29.0,34.0
lasciviously,,,,,,,,,,,,,,,0.0,2.15,1.06,2.0,29.0,5.0
laserdisc,,,,,,,,,,,,,,,0.0,4.93,0.26,1.0,29.0,0.0
laserjet,,,,,,,,,,,,,,,0.0,4.64,0.73,2.0,30.0,2.0
lastingly,,,,,,,,,,,,,,,0.0,2.21,1.17,1.0,29.0,0.0
lastingness,,,,,,,,,,,,,,,0.0,2.0,0.89,2.0,28.0,0.0
lastly,,,,,,,,,,,,,,,0.0,2.33,1.24,0.0,30.0,31.0
latching,,,,,,,,,,,,,,,0.0,3.37,1.28,2.0,29.0,5.0
latchkey,,,,,,,,,,,,,,,0.0,3.39,1.47,0.0,28.0,16.0
latecomer,,,,,,,,,,,,,,,0.0,3.04,1.57,4.0,28.0,1.0
lately,,,,,,,,,,,,,,,0.0,1.41,0.8,0.0,27.0,2459.0
latency,,,,,,,,,,,,,,,0.0,2.04,1.19,4.0,27.0,2.0
lateness,,,,,,,,,,,,,,,0.0,2.11,1.09,1.0,28.0,12.0
latently,,,,,,,,,,,,,,,0.0,1.93,0.94,1.0,29.0,0.0
laterally,,,,,,,,,,,,,,,0.0,2.96,1.45,1.0,29.0,11.0
latest,,,,,,,,,,,,,,,0.0,2.07,1.21,0.0,27.0,955.0
latherer,,,,,,,,,,,,,,,0.0,3.8,1.32,4.0,29.0,0.0
